Question_ID,Subject,Year,Exam_Name,Question_Type,Marks,Difficulty_Level,Topic,Repeated_Count,Last_Appearance_Year,Exam_Date,,,,,,,,,,
Q0731,Maths,2016,Exam_1,Short Answer,5,Hard,Mechanics,6,2024,9/23/2018,,,,,,,,,,
Q0732,Chemistry,2022,Exam_4,Numerical,15,Hard,Algebra,1,2025,11/20/2021,,,,,,,,,,
Q0733,Chemistry,2020,Exam_3,MCQ,2,Easy,Organic,3,2022,9/15/2015,,,,,,,,,,
Q0734,Chemistry,2021,Exam_1,Short Answer,10,Medium,Organic,10,2021,06-03-2024,,,,,,,,,,
Q0735,Biology,2020,Exam_3,Numerical,15,Easy,Organic,3,2020,4/22/2020,,,,,,,,,,
Q0736,Chemistry,2023,Exam_5,Short Answer,15,Easy,Organic,0,2025,6/21/2018,,,,,,,,,,
Q0737,Computer Science,2018,Exam_3,Short Answer,5,Hard,Programming,7,2018,3/31/2016,,,,,,,,,,
Q0738,Biology,2021,Exam_4,Short Answer,10,Hard,Genetics,10,2021,7/25/2021,,,,,,,,,,
Q0739,Physics,2019,Exam_1,MCQ,15,Easy,Algebra,10,2020,10/22/2019,,,,,,,,,,
Q0740,Physics,2016,Exam_4,MCQ,2,Hard,Programming,7,2022,01-08-2020,,,,,,,,,,
Q0741,Physics,2015,Exam_2,Numerical,5,Hard,Algebra,3,2016,11/21/2024,,,,,,,,,,
Q0742,Biology,2024,Exam_3,MCQ,5,Hard,Genetics,7,2025,9/30/2018,,,,,,,,,,
Q0743,Chemistry,2025,Exam_2,Short Answer,15,Easy,Mechanics,4,2025,05-09-2015,,,,,,,,,,
Q0744,Computer Science,2020,Exam_3,Short Answer,10,Hard,Genetics,1,2020,1/24/2021,,,,,,,,,,
Q0745,Physics,2019,Exam_3,Long Answer,5,Easy,Algebra,7,2025,1/26/2022,,,,,,,,,,
Q0746,Maths,2020,Exam_3,Long Answer,5,Medium,Algebra,8,2021,10/17/2017,,,,,,,,,,
Q0747,Chemistry,2024,Exam_5,Short Answer,2,Easy,Genetics,8,2024,01-05-2018,,,,,,,,,,
Q0748,Computer Science,2018,Exam_3,Numerical,5,Hard,Genetics,5,2019,02-06-2023,,,,,,,,,,
Q0749,Computer Science,2021,Exam_2,Long Answer,5,Hard,Organic,0,2025,2/27/2019,,,,,,,,,,
Q0750,Computer Science,2016,Exam_4,Long Answer,2,Easy,Programming,6,2016,02-10-2020,,,,,,,,,,
Q0751,Computer Science,2020,Exam_1,MCQ,2,Medium,Algebra,9,2022,01-12-2021,,,,,,,,,,
Q0752,Chemistry,2019,Exam_3,Long Answer,10,Easy,Mechanics,0,2025,4/23/2015,,,,,,,,,,
Q0753,Chemistry,2020,Exam_3,Short Answer,15,Hard,Algebra,7,2025,02-04-2016,,,,,,,,,,
Q0754,Biology,2016,Exam_2,MCQ,15,Easy,Programming,0,2024,4/28/2024,,,,,,,,,,
Q0755,Biology,2025,Exam_3,MCQ,15,Hard,Organic,9,2025,05-01-2024,,,,,,,,,,
Q0756,Physics,2017,Exam_4,Long Answer,10,Hard,Mechanics,1,2023,2/17/2024,,,,,,,,,,
Q0757,Maths,2024,Exam_2,Short Answer,15,Easy,Mechanics,2,2025,7/18/2021,,,,,,,,,,
Q0758,Chemistry,2021,Exam_3,Long Answer,15,Hard,Organic,5,2024,08-07-2016,,,,,,,,,,
Q0759,Physics,2023,Exam_1,Long Answer,15,Medium,Mechanics,10,2023,12-07-2023,,,,,,,,,,
Q0760,Computer Science,2016,Exam_2,Numerical,2,Hard,Genetics,1,2022,06-11-2015,,,,,,,,,,
Q0761,Physics,2017,Exam_1,MCQ,10,Hard,Programming,5,2020,6/14/2021,,,,,,,,,,
Q0762,Biology,2024,Exam_3,Short Answer,5,Hard,Organic,3,2024,11/14/2018,,,,,,,,,,
Q0763,Maths,2019,Exam_4,Numerical,10,Easy,Organic,0,2024,05-09-2023,,,,,,,,,,
Q0764,Maths,2019,Exam_3,Short Answer,5,Medium,Genetics,0,2024,09-09-2017,,,,,,,,,,
Q0765,Maths,2025,Exam_4,Short Answer,15,Easy,Mechanics,10,2025,10/30/2020,,,,,,,,,,
Q0766,Chemistry,2016,Exam_2,Short Answer,15,Medium,Organic,9,2018,10/20/2015,,,,,,,,,,
Q0767,Computer Science,2024,Exam_2,MCQ,5,Easy,Mechanics,10,2024,5/26/2018,,,,,,,,,,
Q0768,Maths,2018,Exam_4,MCQ,10,Hard,Mechanics,2,2023,1/18/2019,,,,,,,,,,
Q0769,Computer Science,2016,Exam_1,MCQ,15,Hard,Algebra,6,2021,06-07-2019,,,,,,,,,,
Q0770,Chemistry,2015,Exam_1,MCQ,5,Easy,Algebra,10,2020,5/13/2020,,,,,,,,,,
Q0771,Chemistry,2019,Exam_4,Numerical,10,Easy,Genetics,0,2021,03-12-2022,,,,,,,,,,
Q0772,Maths,2016,Exam_4,Short Answer,15,Medium,Mechanics,4,2024,7/22/2019,,,,,,,,,,
Q0773,Maths,2016,Exam_3,Short Answer,10,Medium,Programming,9,2019,6/23/2021,,,,,,,,,,
Q0774,Maths,2025,Exam_3,MCQ,15,Hard,Organic,0,2025,12/25/2015,,,,,,,,,,
Q0775,Maths,2024,Exam_4,MCQ,2,Easy,Mechanics,5,2025,12/27/2022,,,,,,,,,,
Q0776,Biology,2023,Exam_3,Short Answer,10,Medium,Programming,2,2024,7/31/2020,,,,,,,,,,
Q0777,Maths,2020,Exam_5,Short Answer,2,Hard,Organic,1,2025,10/20/2020,,,,,,,,,,
Q0778,Maths,2021,Exam_3,MCQ,2,Hard,Programming,1,2024,7/15/2019,,,,,,,,,,
Q0779,Physics,2017,Exam_5,Short Answer,5,Easy,Organic,5,2020,7/24/2021,,,,,,,,,,
Q0780,Physics,2019,Exam_3,Short Answer,15,Medium,Mechanics,5,2022,11/17/2016,,,,,,,,,,
Q0781,Chemistry,2022,Exam_4,MCQ,2,Hard,Programming,8,2023,07-09-2019,,,,,,,,,,
Q0782,Maths,2015,Exam_5,Long Answer,10,Hard,Organic,0,2016,08-12-2021,,,,,,,,,,
Q0783,Physics,2021,Exam_4,Long Answer,2,Medium,Algebra,7,2022,06-07-2022,,,,,,,,,,
Q0784,Maths,2021,Exam_3,MCQ,2,Easy,Organic,8,2023,1/24/2017,,,,,,,,,,
Q0785,Maths,2021,Exam_1,MCQ,15,Easy,Organic,9,2022,10-01-2022,,,,,,,,,,
Q0786,Biology,2020,Exam_4,Long Answer,2,Medium,Mechanics,7,2023,2/17/2022,,,,,,,,,,
Q0787,Chemistry,2025,Exam_2,MCQ,2,Hard,Mechanics,8,2025,09-04-2015,,,,,,,,,,
Q0788,Computer Science,2016,Exam_5,MCQ,15,Hard,Mechanics,1,2025,7/24/2022,,,,,,,,,,
Q0789,Physics,2021,Exam_4,Numerical,2,Hard,Algebra,3,2021,01-07-2016,,,,,,,,,,
Q0790,Chemistry,2016,Exam_3,Long Answer,10,Easy,Algebra,7,2022,7/31/2018,,,,,,,,,,
Q0791,Maths,2022,Exam_3,Long Answer,2,Medium,Programming,8,2023,02-01-2023,,,,,,,,,,
Q0792,Maths,2016,Exam_1,Numerical,5,Easy,Algebra,10,2016,12/27/2018,,,,,,,,,,
Q0793,Chemistry,2017,Exam_5,MCQ,2,Easy,Programming,1,2025,3/16/2016,,,,,,,,,,
Q0794,Physics,2025,Exam_1,Long Answer,2,Hard,Algebra,7,2025,10/16/2021,,,,,,,,,,
Q0795,Physics,2024,Exam_4,Long Answer,15,Medium,Programming,3,2025,02-06-2022,,,,,,,,,,
Q0796,Biology,2019,Exam_5,Short Answer,5,Hard,Organic,9,2024,11/20/2015,,,,,,,,,,
Q0797,Physics,2020,Exam_5,Short Answer,2,Easy,Genetics,10,2020,6/19/2020,,,,,,,,,,
Q0798,Biology,2020,Exam_4,Numerical,10,Hard,Genetics,8,2021,02-05-2017,,,,,,,,,,
Q0799,Computer Science,2018,Exam_3,Long Answer,5,Medium,Organic,3,2022,9/29/2018,,,,,,,,,,
Q0800,Chemistry,2023,Exam_5,Long Answer,2,Easy,Organic,9,2025,08-03-2022,,,,,,,,,,
Q0801,Chemistry,2019,Exam_4,Short Answer,2,Hard,Organic,1,2024,10/17/2022,,,,,,,,,,
Q0802,Chemistry,2025,Exam_3,Numerical,5,Easy,Genetics,8,2025,6/15/2015,,,,,,,,,,
Q0803,Maths,2021,Exam_4,Short Answer,15,Easy,Mechanics,1,2022,09-07-2022,,,,,,,,,,
Q0804,Computer Science,2021,Exam_5,MCQ,10,Hard,Genetics,1,2023,06-01-2021,,,,,,,,,,
Q0805,Biology,2024,Exam_2,Numerical,10,Hard,Programming,1,2024,5/24/2019,,,,,,,,,,
Q0806,Physics,2024,Exam_3,Short Answer,2,Easy,Organic,3,2024,2/13/2020,,,,,,,,,,
Q0807,Physics,2015,Exam_1,Long Answer,5,Hard,Mechanics,9,2022,07-09-2022,,,,,,,,,,
Q0808,Biology,2021,Exam_2,MCQ,10,Easy,Programming,6,2022,2/27/2020,,,,,,,,,,
Q0809,Physics,2015,Exam_3,Short Answer,15,Hard,Genetics,7,2024,12/31/2020,,,,,,,,,,
Q0810,Chemistry,2020,Exam_5,Numerical,5,Medium,Algebra,6,2024,10/17/2015,,,,,,,,,,
Q0811,Maths,2023,Exam_2,Numerical,2,Hard,Genetics,6,2024,10-12-2019,,,,,,,,,,
Q0812,Computer Science,2023,Exam_2,MCQ,15,Hard,Algebra,8,2025,2/13/2017,,,,,,,,,,
Q0813,Maths,2018,Exam_4,MCQ,5,Hard,Programming,5,2025,05-06-2016,,,,,,,,,,
Q0814,Maths,2019,Exam_2,Numerical,10,Easy,Algebra,9,2023,4/16/2021,,,,,,,,,,
Q0815,Physics,2024,Exam_4,MCQ,2,Easy,Programming,6,2024,6/26/2023,,,,,,,,,,
Q0816,Chemistry,2023,Exam_4,Numerical,5,Easy,Mechanics,3,2025,12-07-2019,,,,,,,,,,
Q0817,Maths,2024,Exam_1,Numerical,15,Easy,Algebra,0,2024,10/24/2019,,,,,,,,,,
Q0818,Maths,2025,Exam_5,Long Answer,15,Easy,Genetics,5,2025,07-10-2018,,,,,,,,,,
Q0819,Physics,2016,Exam_3,MCQ,5,Hard,Algebra,5,2016,11/27/2023,,,,,,,,,,
Q0820,Biology,2019,Exam_1,MCQ,15,Hard,Programming,7,2023,3/19/2015,,,,,,,,,,
Q0821,Maths,2018,Exam_4,MCQ,2,Easy,Programming,1,2020,10-02-2022,,,,,,,,,,
Q0822,Maths,2017,Exam_4,Numerical,5,Medium,Organic,5,2017,1/20/2017,,,,,,,,,,
Q0823,Physics,2021,Exam_1,Long Answer,10,Easy,Organic,7,2023,01-12-2020,,,,,,,,,,
Q0824,Maths,2017,Exam_5,Long Answer,5,Medium,Mechanics,3,2017,3/18/2015,,,,,,,,,,
Q0825,Maths,2017,Exam_5,Long Answer,5,Medium,Genetics,0,2022,11-08-2015,,,,,,,,,,
Q0826,Physics,2021,Exam_2,Numerical,15,Hard,Programming,10,2023,07-12-2024,,,,,,,,,,
Q0827,Biology,2015,Exam_4,Short Answer,2,Medium,Organic,1,2016,10-01-2021,,,,,,,,,,
Q0828,Physics,2023,Exam_3,MCQ,2,Hard,Mechanics,4,2024,12/29/2019,,,,,,,,,,
Q0829,Chemistry,2021,Exam_3,Long Answer,10,Easy,Organic,1,2023,07-04-2016,,,,,,,,,,
Q0830,Physics,2018,Exam_4,MCQ,2,Medium,Algebra,1,2024,07-10-2018,,,,,,,,,,
Q0831,Maths,2020,Exam_2,Short Answer,15,Easy,Genetics,3,2021,9/21/2023,,,,,,,,,,
Q0832,Maths,2019,Exam_3,MCQ,15,Medium,Programming,1,2023,01-07-2022,,,,,,,,,,
Q0833,Computer Science,2020,Exam_4,MCQ,10,Hard,Organic,0,2022,10-03-2016,,,,,,,,,,
Q0834,Physics,2019,Exam_3,Long Answer,2,Hard,Algebra,6,2025,04-12-2019,,,,,,,,,,
Q0835,Biology,2017,Exam_2,MCQ,10,Medium,Genetics,5,2025,9/22/2017,,,,,,,,,,
Q0836,Physics,2016,Exam_4,Long Answer,15,Hard,Programming,3,2018,08-01-2015,,,,,,,,,,
Q0837,Computer Science,2018,Exam_3,Numerical,15,Medium,Programming,5,2023,11/17/2021,,,,,,,,,,
Q0838,Computer Science,2025,Exam_4,Short Answer,10,Hard,Organic,7,2025,01-08-2021,,,,,,,,,,
Q0839,Chemistry,2016,Exam_1,Numerical,10,Medium,Programming,1,2025,8/23/2020,,,,,,,,,,
Q0840,Computer Science,2024,Exam_1,Short Answer,5,Hard,Mechanics,9,2024,10-02-2019,,,,,,,,,,
Q0841,Computer Science,2019,Exam_4,Short Answer,5,Hard,Programming,9,2025,12/14/2023,,,,,,,,,,
Q0842,Physics,2015,Exam_1,MCQ,5,Easy,Algebra,1,2015,1/29/2022,,,,,,,,,,
Q0843,Biology,2024,Exam_3,MCQ,10,Medium,Organic,7,2024,12-03-2022,,,,,,,,,,
Q0844,Chemistry,2021,Exam_5,Numerical,15,Medium,Organic,5,2023,6/26/2017,,,,,,,,,,
Q0845,Chemistry,2025,Exam_1,Short Answer,2,Hard,Mechanics,4,2025,08-09-2018,,,,,,,,,,
Q0846,Computer Science,2016,Exam_2,Short Answer,10,Medium,Algebra,9,2017,08-10-2022,,,,,,,,,,
Q0847,Physics,2021,Exam_2,MCQ,10,Medium,Genetics,4,2025,5/13/2016,,,,,,,,,,
Q0848,Computer Science,2017,Exam_5,Long Answer,2,Hard,Programming,10,2025,8/22/2019,,,,,,,,,,
Q0849,Chemistry,2024,Exam_3,Short Answer,15,Medium,Algebra,7,2024,12/25/2024,,,,,,,,,,
Q0850,Physics,2021,Exam_1,Numerical,10,Hard,Genetics,6,2022,3/24/2018,,,,,,,,,,
Q0851,Physics,2019,Exam_2,MCQ,15,Easy,Algebra,2,2024,3/14/2015,,,,,,,,,,
Q0852,Biology,2018,Exam_1,Numerical,15,Easy,Algebra,1,2025,12/14/2016,,,,,,,,,,
Q0853,Maths,2016,Exam_4,Short Answer,15,Medium,Algebra,2,2018,12/22/2017,,,,,,,,,,
Q0854,Biology,2022,Exam_3,Short Answer,2,Hard,Algebra,0,2025,12-01-2020,,,,,,,,,,
Q0855,Biology,2021,Exam_3,MCQ,15,Medium,Programming,6,2022,8/14/2024,,,,,,,,,,
Q0856,Chemistry,2024,Exam_5,MCQ,10,Easy,Genetics,0,2025,11/22/2018,,,,,,,,,,
Q0857,Chemistry,2021,Exam_3,Short Answer,5,Hard,Mechanics,7,2024,2/19/2015,,,,,,,,,,
Q0858,Physics,2022,Exam_1,Numerical,5,Hard,Algebra,10,2022,11/17/2017,,,,,,,,,,
Q0859,Biology,2018,Exam_3,Numerical,2,Medium,Programming,3,2019,10/24/2021,,,,,,,,,,
Q0860,Maths,2018,Exam_2,Numerical,5,Medium,Programming,7,2021,12/19/2017,,,,,,,,,,
Q0861,Computer Science,2015,Exam_2,Numerical,15,Medium,Organic,9,2016,07-11-2017,,,,,,,,,,
Q0862,Maths,2017,Exam_4,Short Answer,15,Hard,Mechanics,4,2018,2/19/2020,,,,,,,,,,
Q0863,Chemistry,2016,Exam_5,Numerical,5,Easy,Mechanics,5,2024,06-08-2016,,,,,,,,,,
Q0864,Computer Science,2025,Exam_3,Long Answer,5,Easy,Mechanics,6,2025,10/28/2017,,,,,,,,,,
Q0865,Biology,2019,Exam_5,Numerical,15,Easy,Organic,1,2025,5/26/2016,,,,,,,,,,
Q0866,Computer Science,2025,Exam_3,Numerical,2,Medium,Algebra,8,2025,01-05-2019,,,,,,,,,,
Q0867,Physics,2024,Exam_5,Short Answer,2,Medium,Programming,1,2024,5/28/2023,,,,,,,,,,
Q0868,Physics,2017,Exam_2,MCQ,15,Easy,Genetics,10,2018,3/19/2016,,,,,,,,,,
Q0869,Chemistry,2022,Exam_4,Long Answer,15,Medium,Programming,8,2022,08-04-2023,,,,,,,,,,
Q0870,Computer Science,2016,Exam_1,Short Answer,10,Easy,Programming,5,2017,2/23/2017,,,,,,,,,,
Q0871,Chemistry,2024,Exam_1,Short Answer,15,Hard,Genetics,1,2024,4/30/2020,,,,,,,,,,
Q0872,Chemistry,2015,Exam_1,Long Answer,10,Easy,Mechanics,10,2021,07-03-2020,,,,,,,,,,
Q0873,Computer Science,2022,Exam_1,Long Answer,10,Hard,Organic,5,2022,10/13/2016,,,,,,,,,,
Q0874,Chemistry,2017,Exam_2,Numerical,10,Medium,Algebra,8,2019,03-05-2020,,,,,,,,,,
Q0875,Chemistry,2020,Exam_1,Numerical,15,Medium,Genetics,2,2022,5/17/2017,,,,,,,,,,
Q0876,Chemistry,2020,Exam_1,Numerical,2,Easy,Organic,1,2022,5/26/2020,,,,,,,,,,
Q0877,Maths,2023,Exam_4,Short Answer,10,Hard,Genetics,8,2025,8/29/2016,,,,,,,,,,
Q0878,Computer Science,2020,Exam_3,Long Answer,2,Medium,Programming,4,2023,01-01-2022,,,,,,,,,,
Q0879,Biology,2020,Exam_2,Short Answer,5,Hard,Algebra,10,2021,11/28/2023,,,,,,,,,,
Q0880,Computer Science,2018,Exam_4,MCQ,10,Easy,Algebra,9,2024,02-12-2020,,,,,,,,,,
Q0881,Chemistry,2023,Exam_1,MCQ,5,Hard,Algebra,6,2025,9/22/2022,,,,,,,,,,
Q0882,Biology,2018,Exam_2,Short Answer,5,Medium,Algebra,1,2025,12/27/2020,,,,,,,,,,
Q0883,Computer Science,2024,Exam_1,MCQ,15,Medium,Mechanics,9,2024,10/21/2020,,,,,,,,,,
Q0884,Physics,2020,Exam_1,Numerical,2,Easy,Genetics,1,2024,4/27/2021,,,,,,,,,,
Q0885,Physics,2015,Exam_3,Long Answer,10,Easy,Mechanics,5,2024,10-07-2021,,,,,,,,,,
Q0886,Biology,2019,Exam_5,Long Answer,15,Hard,Genetics,7,2022,9/22/2019,,,,,,,,,,
Q0887,Computer Science,2016,Exam_2,Numerical,2,Hard,Genetics,4,2020,3/17/2021,,,,,,,,,,
Q0888,Physics,2022,Exam_5,Short Answer,15,Easy,Genetics,1,2025,8/13/2015,,,,,,,,,,
Q0889,Maths,2016,Exam_3,Long Answer,2,Hard,Genetics,6,2016,12/30/2017,,,,,,,,,,
Q0890,Chemistry,2015,Exam_4,Numerical,2,Hard,Algebra,2,2023,5/16/2017,,,,,,,,,,
Q0891,Maths,2022,Exam_2,MCQ,10,Easy,Algebra,5,2024,05-06-2023,,,,,,,,,,
Q0892,Chemistry,2017,Exam_1,MCQ,5,Hard,Organic,9,2025,12-04-2015,,,,,,,,,,
Q0893,Physics,2017,Exam_3,Numerical,15,Medium,Genetics,7,2023,8/25/2024,,,,,,,,,,
Q0894,Biology,2023,Exam_5,Numerical,15,Hard,Algebra,3,2024,5/14/2019,,,,,,,,,,
Q0895,Computer Science,2015,Exam_2,MCQ,10,Hard,Programming,0,2016,8/27/2023,,,,,,,,,,
Q0896,Computer Science,2024,Exam_2,Long Answer,2,Easy,Genetics,10,2025,01-06-2021,,,,,,,,,,
Q0897,Maths,2025,Exam_1,Numerical,10,Hard,Organic,3,2025,1/13/2020,,,,,,,,,,
Q0898,Maths,2022,Exam_2,Long Answer,5,Medium,Mechanics,9,2025,03-11-2018,,,,,,,,,,
Q0899,Maths,2017,Exam_2,Numerical,2,Medium,Programming,8,2020,4/19/2017,,,,,,,,,,
Q0900,Maths,2024,Exam_3,Numerical,15,Medium,Programming,8,2025,04-06-2019,,,,,,,,,,
Q0901,Biology,2018,Exam_5,Numerical,15,Hard,Algebra,10,2022,3/20/2022,,,,,,,,,,
Q0902,Maths,2018,Exam_2,Short Answer,2,Medium,Genetics,2,2023,07-03-2020,,,,,,,,,,
Q0903,Maths,2023,Exam_2,MCQ,2,Easy,Organic,0,2024,08-08-2020,,,,,,,,,,
Q0904,Maths,2021,Exam_1,MCQ,15,Easy,Organic,4,2024,03-12-2017,,,,,,,,,,
Q0905,Physics,2025,Exam_4,MCQ,5,Easy,Mechanics,2,2025,3/27/2024,,,,,,,,,,
Q0906,Maths,2021,Exam_3,Short Answer,5,Easy,Algebra,0,2025,01-07-2015,,,,,,,,,,
Q0907,Computer Science,2017,Exam_2,Short Answer,15,Medium,Mechanics,2,2019,09-12-2022,,,,,,,,,,
Q0908,Biology,2021,Exam_2,MCQ,5,Hard,Organic,10,2023,04-03-2016,,,,,,,,,,
Q0909,Chemistry,2020,Exam_2,Short Answer,2,Hard,Algebra,6,2020,5/15/2017,,,,,,,,,,
Q0910,Chemistry,2025,Exam_2,Long Answer,10,Easy,Programming,3,2025,05-02-2018,,,,,,,,,,
Q0911,Physics,2018,Exam_3,Long Answer,15,Hard,Genetics,1,2022,4/17/2024,,,,,,,,,,
Q0912,Computer Science,2019,Exam_5,Short Answer,15,Medium,Organic,2,2019,6/21/2015,,,,,,,,,,
Q0913,Maths,2015,Exam_3,MCQ,10,Medium,Algebra,3,2025,07-09-2019,,,,,,,,,,
Q0914,Biology,2020,Exam_4,Short Answer,2,Easy,Programming,1,2023,10/31/2024,,,,,,,,,,
Q0915,Biology,2025,Exam_4,Short Answer,10,Hard,Organic,4,2025,3/21/2023,,,,,,,,,,
Q0916,Chemistry,2023,Exam_3,Numerical,5,Easy,Organic,8,2023,1/21/2023,,,,,,,,,,
Q0917,Maths,2017,Exam_1,Numerical,2,Easy,Mechanics,5,2018,10/16/2015,,,,,,,,,,
Q0918,Maths,2023,Exam_2,MCQ,2,Hard,Genetics,4,2023,5/31/2017,,,,,,,,,,
Q0919,Physics,2017,Exam_1,Long Answer,10,Easy,Genetics,2,2023,10/31/2022,,,,,,,,,,
Q0920,Maths,2020,Exam_4,Short Answer,5,Hard,Mechanics,0,2023,7/29/2021,,,,,,,,,,
Q0921,Chemistry,2018,Exam_3,Short Answer,2,Medium,Programming,6,2020,01-11-2015,,,,,,,,,,
Q0922,Maths,2017,Exam_4,Short Answer,2,Hard,Genetics,3,2025,7/28/2017,,,,,,,,,,
Q0923,Physics,2015,Exam_5,Short Answer,15,Medium,Organic,1,2021,12-08-2022,,,,,,,,,,
Q0924,Physics,2024,Exam_1,MCQ,15,Hard,Genetics,6,2025,06-11-2018,,,,,,,,,,
Q0925,Computer Science,2016,Exam_3,Numerical,15,Medium,Genetics,0,2023,8/21/2024,,,,,,,,,,
Q0926,Physics,2015,Exam_3,Long Answer,15,Easy,Organic,2,2024,12-12-2024,,,,,,,,,,
Q0927,Computer Science,2018,Exam_3,Numerical,2,Easy,Genetics,3,2023,07-08-2016,,,,,,,,,,
Q0928,Chemistry,2017,Exam_5,Numerical,5,Hard,Mechanics,7,2018,04-04-2017,,,,,,,,,,
Q0929,Biology,2020,Exam_4,Numerical,15,Easy,Programming,3,2022,9/27/2020,,,,,,,,,,
Q0930,Physics,2024,Exam_4,MCQ,2,Medium,Genetics,1,2024,11-10-2022,,,,,,,,,,
Q0931,Computer Science,2020,Exam_3,Short Answer,2,Hard,Organic,5,2022,3/23/2015,,,,,,,,,,
Q0932,Biology,2020,Exam_2,Numerical,15,Easy,Programming,4,2020,8/13/2016,,,,,,,,,,
Q0933,Computer Science,2018,Exam_1,Short Answer,10,Easy,Algebra,0,2021,10/30/2020,,,,,,,,,,
Q0934,Maths,2016,Exam_4,Numerical,2,Hard,Programming,3,2024,06-07-2019,,,,,,,,,,
Q0935,Maths,2016,Exam_1,Short Answer,10,Hard,Algebra,2,2023,1/30/2023,,,,,,,,,,
Q0936,Chemistry,2019,Exam_1,Short Answer,10,Easy,Programming,9,2019,6/25/2020,,,,,,,,,,
Q0937,Physics,2023,Exam_3,MCQ,10,Medium,Algebra,4,2024,7/29/2016,,,,,,,,,,
Q0938,Computer Science,2021,Exam_3,Numerical,2,Easy,Genetics,1,2021,2/23/2017,,,,,,,,,,
Q0939,Maths,2019,Exam_1,Short Answer,2,Hard,Algebra,1,2023,12-06-2020,,,,,,,,,,
Q0940,Computer Science,2025,Exam_4,Numerical,15,Easy,Genetics,1,2025,12-01-2016,,,,,,,,,,
Q0941,Biology,2022,Exam_2,MCQ,2,Easy,Programming,9,2022,10/29/2015,,,,,,,,,,
Q0942,Biology,2023,Exam_2,Numerical,10,Hard,Programming,3,2023,7/24/2016,,,,,,,,,,
Q0943,Computer Science,2015,Exam_1,MCQ,10,Medium,Algebra,8,2024,12-10-2024,,,,,,,,,,
Q0944,Biology,2015,Exam_1,MCQ,5,Easy,Organic,8,2019,12-06-2022,,,,,,,,,,
Q0945,Chemistry,2019,Exam_2,Short Answer,15,Hard,Genetics,3,2022,08-04-2024,,,,,,,,,,
Q0946,Maths,2022,Exam_5,Long Answer,2,Medium,Genetics,3,2024,11/26/2015,,,,,,,,,,
Q0947,Chemistry,2023,Exam_3,Long Answer,2,Medium,Organic,8,2024,08-02-2017,,,,,,,,,,
Q0948,Biology,2016,Exam_4,Long Answer,5,Medium,Genetics,8,2017,09-07-2015,,,,,,,,,,
Q0949,Biology,2019,Exam_5,Numerical,10,Hard,Organic,10,2022,08-09-2024,,,,,,,,,,
Q0950,Computer Science,2022,Exam_2,Short Answer,15,Medium,Algebra,5,2025,6/22/2022,,,,,,,,,,
Q0951,Chemistry,2019,Exam_2,MCQ,2,Easy,Mechanics,4,2023,12-11-2021,,,,,,,,,,
Q0952,Biology,2021,Exam_4,Short Answer,5,Hard,Programming,6,2021,8/29/2023,,,,,,,,,,
Q0953,Chemistry,2019,Exam_3,Short Answer,15,Medium,Genetics,2,2024,10-12-2015,,,,,,,,,,
Q0954,Physics,2025,Exam_2,MCQ,2,Hard,Organic,1,2025,4/23/2024,,,,,,,,,,
Q0955,Computer Science,2025,Exam_4,Numerical,5,Hard,Mechanics,5,2025,1/24/2015,,,,,,,,,,
Q0956,Maths,2020,Exam_5,Numerical,10,Easy,Genetics,9,2023,9/17/2017,,,,,,,,,,
Q0957,Computer Science,2021,Exam_3,Long Answer,2,Easy,Algebra,8,2024,3/17/2016,,,,,,,,,,
Q0958,Maths,2025,Exam_3,Numerical,15,Hard,Genetics,7,2025,12/16/2015,,,,,,,,,,
Q0959,Chemistry,2016,Exam_3,Long Answer,2,Hard,Organic,10,2023,8/18/2023,,,,,,,,,,
Q0960,Computer Science,2025,Exam_5,Short Answer,15,Hard,Organic,1,2025,4/14/2016,,,,,,,,,,
Q0961,Computer Science,2022,Exam_3,MCQ,10,Medium,Genetics,1,2022,12-01-2015,,,,,,,,,,
Q0962,Chemistry,2017,Exam_3,Numerical,10,Hard,Mechanics,9,2024,9/18/2022,,,,,,,,,,
Q0963,Physics,2025,Exam_4,Short Answer,5,Medium,Organic,5,2025,11/18/2024,,,,,,,,,,
Q0964,Maths,2023,Exam_5,Short Answer,15,Easy,Genetics,8,2023,6/23/2017,,,,,,,,,,
Q0965,Biology,2017,Exam_2,Numerical,2,Medium,Algebra,7,2024,12/25/2023,,,,,,,,,,
Q0966,Physics,2017,Exam_2,Long Answer,5,Medium,Organic,10,2022,9/26/2022,,,,,,,,,,
Q0967,Computer Science,2019,Exam_4,Numerical,10,Medium,Genetics,0,2022,12/30/2017,,,,,,,,,,
Q0968,Biology,2023,Exam_3,Short Answer,2,Medium,Genetics,3,2024,09-08-2024,,,,,,,,,,
Q0969,Computer Science,2017,Exam_2,Numerical,10,Hard,Algebra,4,2024,6/29/2016,,,,,,,,,,
Q0970,Maths,2019,Exam_5,MCQ,5,Easy,Mechanics,10,2024,7/28/2015,,,,,,,,,,
Q0971,Biology,2025,Exam_1,Short Answer,10,Easy,Programming,9,2025,2/28/2016,,,,,,,,,,
Q0972,Maths,2025,Exam_5,MCQ,10,Easy,Programming,1,2025,8/14/2020,,,,,,,,,,
Q0973,Chemistry,2018,Exam_4,Short Answer,2,Medium,Mechanics,5,2019,08-10-2016,,,,,,,,,,
Q0974,Maths,2025,Exam_3,Numerical,2,Hard,Mechanics,2,2025,08-03-2020,,,,,,,,,,
